teraz zrób plik csv,instytucja,fundusz,DATA_fundusz,typ_aktywa,emitent,isin,waluta,liczba_sztuk,wartosc_nominalna,wartosc_wg_ceny_nabycia,wartosc_wg_wyceny,udziaĹ‚_proc_aktywa,termin_wykupu,rodzaj_oprocentowania,oprocentowanie,rodzaj_rynku,rynek,nazwa_instrumentu,typ_instrumentu,poziom_hierarchii,TYP_aktywo_std,wartosc_wg_wyceny_num
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Instrum,enty pochod,ne,,,0,,,271,"0,03",,0,,,688,,"0,14",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Udziały,w spółkach,z ograniczoną,odpowiedzialno,ścią,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Jednostk,i uczestnict,wa,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Certyfika,ty inwestyc,yjne,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Tytuły u,czestnictwa,emitowane p,rzez instytucje w,spólnego,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,inwesto,wania mając,e siedzibę za,granicą,,4 656,,4,604,"0,69",,0,,,0,,"0,00",,4.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Wierzyte,lności,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Udzielon,e pożyczki,pieniężne,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Weksle,,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Depozyt,y,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Waluty,,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Nierucho,mości,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Statki m,orskie,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Inne,,,,,0,,,0,"0,00",,0,,,0,,"0,00",,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Razem,,,,,592 252,6,55,609,"98,31 3",87,464,4,40,813,,"96,79",,55.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,W tabeli,prezentow,ane są instru,menty pochodne,posiadane przez Subfundu,"sz, których wy",cena na dzień,bila,nsowy jest dodatnia. Ko,mpletna informacja dotyczą,ca i,nstrume,ntów pochod,nych,posiadanych przez,Subf,undusz,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,znajduje,się w tabeli,uzupełniając,ej „Instrumenty,pochodne” oraz w „Nocie 6,Instrumenty po,"chodne”, w któ",ryc,h zaprezentowano także (,o ile takowe występowały),niew,ystanda,ryzowane ins,trum,"enty pochodne, któr",ych,wycena,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,na dzień,bilansowy,była ujemna i,która tym sam,ym została odniesiona w z,obowiązania Su,bfunduszu oraz,wy,standaryzowane instrume,"nty pochodne, których wa",rtoś,ć bilanso,wa wynosiła,zero,z uwagi na dzienn,e roz,liczenia,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Zostały zaprezen,"towane tylko te tabele, które d",otyczą rodz,ajów lokat,posiadanyc,h przez Subfundusz na,dzi,eń b,ilansowy.,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,,,,,,,Kraj siedziby Wartość według,ce,Wartość we ny,dłu,g Procentowy udzi,ał w,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,AKCJE,Rodzaj,rynku,Nazwa r,ynku Liczb,a,,emitenta nabycia w tys,. zł,wyceny na d bilansowy w,zie tys,ń aktywach ogółe . zł,m,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,adidas AG (DE000,A1EWWW0),regulowany,,Xetra,,4,235,Niemcy,3,311,4,285,"0,64",,,,,235.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Adobe Systems In,c (US00724F1012),regulowany,,NASDAQ Stock,Market,1,905,Stany Zjednoczone,4,151,3,474,"0,52",,,,,905.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Advanced Micro D,evices Inc (US0079031078),regulowany,,NASDAQ Stock,Market,7,545,Stany Zjednoczone,3,702,3,738,"0,56",,,,,545.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,AGORA (PLAGORA,00067),regulowany,,Główny Rynek,GPW,187,826,Polska,2,165,1,850,"0,28",,,,,826.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,ALIOR (PLALIOR0,0045),regulowany,,Główny Rynek,GPW,3,110,Polska,,203,,267,"0,04",,,,,110.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Allegro.eu SA (LU,2237380790),regulowany,,Główny Rynek,GPW,532,596,Luksemburg,15,165,14,423,"2,16",,,,,596.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Alphabet Inc (US0,2079K3059),regulowany,,NASDAQ Stock,Market,6,650,Stany Zjednoczone,3,507,5,163,"0,77",,,,,650.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Amazon.com Inc (,US0231351067),regulowany,,NASDAQ Stock,Market,7,685,Stany Zjednoczone,5,715,6,915,"1,04",,,,,685.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Anglo American P,LC (GB00B1XZS820),regulowany,,London Stock,Exchange,46,295,Wielka Brytania,6,326,5,635,"0,85",,,,,295.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Apple Inc (US037,8331005),regulowany,,NASDAQ Stock,Market,5,045,Stany Zjednoczone,4,050,5,181,"0,78",,,,,45.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Archicom SA (PLA,RHCM00016),regulowany,,Główny Rynek,GPW,192,189,Polska,5,424,7,880,"1,18",,,,,189.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,ASML Holding NV,(NL0010273215),regulowany,,Euronext Ams,terdam,1,132,Holandia,3,151,3,283,"0,49",,,,,132.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,ASSECOSEE (PLAS,SEE00014),regulowany,,Główny Rynek,GPW,33,822,Polska,1,478,1,657,"0,25",,,,,822.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,ASTRAZENECA PL,C (GB0009895292),regulowany,,London Stock,Exchange,6,260,Wielka Brytania,3,330,3,374,"0,51",,,,,260.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,AUTOPARTN (PLA,TPRT00018),Aktywny ryn,ek - rynek,Główny Rynek,GPW,129,790,Polska,2,391,2,570,"0,39",,,,,790.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,BAE Systems PLC,(GB0002634946),regulowany,,London Stock,Exchange,61,950,Wielka Brytania,2,925,3,663,"0,55",,,,,950.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,BARRICK GO,LD (CA0679011084),Aktywny rynek,-,rynek,Toronto Stock,Exchange,11,259,Kanada,1,074,,716,"0,11",,,,11.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,BENEFIT (PL,BNFTS00018),regulowany,,,Główny Rynek,GPW,5,864,Polska,7,035,16,976,"2,54",,,,5.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,BGZBNPP (P,LBGZ0000010),regulowany,,,Główny Rynek,GPW,30,500,Polska,3,055,2,599,"0,39",,,,30.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Bioceltix SA (,PLBCLTX00019),Aktywny rynek,-,rynek,Główny Rynek,GPW,25,168,Polska,1,442,2,205,"0,33",,,,25.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,BUDIMEX (P,LBUDMX00013),regulowany,,,Główny Rynek,GPW,12,060,Polska,4,146,5,627,"0,84",,,,12.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,CCC (PLCCC0,000016),regulowany,,,Główny Rynek,GPW,24,471,Polska,1,044,4,498,"0,67",,,,24.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,CDPROJEKT,(PLOPTTC00011),regulowany,,,Główny Rynek,GPW,79,557,Polska,11,783,15,231,"2,28",,,,79.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Cie Financier,e Richemont SA (CH0210483332),regulowany,,,Six Swiss Exch,ange,3,700,Francja,2,312,2,315,"0,35",,,,3.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,CREOTECH (,PLCRTCH00017),Aktywny rynek,-,rynek,Główny Rynek,GPW,12,526,Polska,1,937,2,167,"0,32",,,,12.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,cyber_Folks,S.A. (PLR220000018),regulowany,,,Główny Rynek,GPW,23,750,Polska,2,042,3,574,"0,54",,,,23.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Daimler AG (,DE0007100000),regulowany,,,Xetra,,7,930,Niemcy,2,520,1,823,"0,27",,,,7.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Datawalk SA,(PLPILAB00012),regulowany,,,Główny Rynek,GPW,8,260,Polska,1,354,,468,"0,07",,,,8.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,DexCom Inc,(US2521311074),regulowany,,,NASDAQ Stock,Market,11,567,Stany Zjednoczone,5,164,3,689,"0,55",,,,11.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,DINOPL (PLD,INPL00011),regulowany,,,Główny Rynek,GPW,45,398,Polska,15,868,17,696,"2,65",,,,45.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,DOMDEV (PL,DMDVL00012),regulowany,,,Główny Rynek,GPW,14,889,Polska,2,090,2,713,"0,41",,,,14.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,ERSTE GROU,P BANK (AT0000652011),regulowany,,,Vienna Stock E,xchange,11,795,Austria,1,841,3,007,"0,45",,,,11.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,GRENEVIA (,PLFAMUR00012),Aktywny rynek,-,rynek,Główny Rynek,GPW,986,717,Polska,3,573,2,166,"0,32",,,,986.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,Indra Sistem,as SA (ES0118594417),regulowany,,,Spanish Stock,Exchange,37,688,Hiszpania,2,119,2,751,"0,41",,,,37.0
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2050,2050,InPost SA (L,U2290522684),regulowany,,,Euronext Amst,erdam,73,716,Luksemburg,2,940,5,200,"0,78",,,,73.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Subfunduszu PPK inPZU 20,55 wydzi,elonego w ramach,PPK inPZU Specjali,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Funduszu Inwestycyjnego O,twarteg,o,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,za okres od 1 stycznia 2024 r.,do 31 gru,dnia 2024 r.,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Zarząd TFI PZU SA:,,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Tomasz Stadnik,Prezes Zarz,ądu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Tomasz Bilecki,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Marcin Dobrzański,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Marcin Jakubiak,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Jarosław Leśniczak,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Biuro Księgowości Fundu,szy TFI PZ,U SA:,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Marcin Bielecki,D,yrektor Biura,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,…………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,"Warszawa, 24 marca 2025 r.",,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Zarząd Towarzystwa Fu,nduszy Inwest,ycyjnych,PZU,S.A. zgodnie z Ust,awą z dnia 29 września 1994 r. o rachunkow,ości oraz,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Rozporządzeniem Minist,ra Finansów,z dnia,24 g,rudnia 2007 r. w,sprawie szczególnych zasad rachunkowości,funduszy,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,inPZU Specjalistycznego,Funduszu Inw,estycyjn,ego O,"twartego, zwanego","dalej „Subfunduszem”, obejmujące:",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,I. Zestawienie lokat,według stanu,na 31 g,rudnia,"2024 r., z tabelam","i uzupełniającymi oraz dodatkowymi,",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,II. Bilans sporządzon,y na dzień 31,grudnia,2024,"r.,",,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,III. Rachunek wyniku,z operacji za,okres od,1 sty,cznia do 31 grudnia,"2024 r.,",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,IV. Zestawienie zmian,w aktywach,"netto,",,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,V. Noty objaśniające,",",,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,VI. Informację dodat,kową.,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ZEST,AWIENI,E LOKAT,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Zestawi,enie lokat,należy anali,zować łącznie,z notami objaśniającymi,i informacją,"dodatkową, k",tóre,stanowią integralną c,zęść prezentowanego s,pra,wozdan,ia jednostkowe,go.,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Tabela,Główn,a,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,,,,31.12.202,4,,,,,31.12.2023,,,,,,4.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,SKŁADNIKI,LOKAT,Wartość we,dług ceny,Wartość we,dłu,g Procentowy udz,iał w Wartość według,ce,ny,Wartość wedłu,g Procentowy,udz,iał w,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,,nabycia,w tys. zł,wyceny na d bilansowy w,zie tys.,ń aktywach ogół zł,em nabycia w tys,. zł,b,wyceny na dzie ilansowy w tys.,ń aktywach zł,ogół,em,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Akcje,,,,,232 278,,265,537,"66,01",157,133,184,775,,"68,98",,,265.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Warrant,y subskrypc,yjne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Prawa d,o akcji,,,,0,,,0,"0,00",,303,,345,,"0,13",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Prawa p,oboru,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Kwity de,pozytowe,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Listy zas,tawne,,,,1 000,,1,000,"0,25",,500,,500,,"0,19",,,1.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Dłużne p,apiery wart,ościowe,,,122 255,,125,770,"31,26",71,560,74,685,,"27,88",,,125.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Instrum,enty pochod,ne,,,0,,,165,"0,03",,0,,400,,"0,14",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Udziały,w spółkach,z ograniczoną,odpowiedzialno,ścią,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Jednostk,i uczestnict,wa,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Certyfika,ty inwestyc,yjne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Tytuły u,czestnictwa,emitowane p,rzez instytucje w,spólnego,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,inwesto,wania mając,e siedzibę za,granicą,,2 846,,2,814,"0,70",,0,,0,,"0,00",,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Wierzyte,lności,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Udzielon,e pożyczki,pieniężne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Weksle,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Depozyt,y,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Waluty,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Nierucho,mości,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Statki m,orskie,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Inne,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Razem,,,,,358 379,3,95,286,"98,25 2",29,496,260,705,,"97,32",,,95.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,W tabeli,prezentow,ane są instru,menty pochodne,posiadane przez Subfundu,"sz, których wy",cena na dzień,bila,nsowy jest dodatnia. Ko,mpletna informacja dotyczą,ca i,nstrume,ntów pochodnych,posiadanych przez,Subf,undusz,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,znajduje,się w tabeli,uzupełniając,ej „Instrumenty,pochodne” oraz w „Nocie 6,Instrumenty po,"chodne”, w któ",ryc,h zaprezentowano także (,o ile takowe występowały),niew,ystanda,ryzowane instrum,"enty pochodne, któr",ych,wycena,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,na dzień,bilansowy,była ujemna i,która tym sam,ym została odniesiona w z,obowiązania Su,bfunduszu oraz,wy,standaryzowane instrume,"nty pochodne, których wa",rtoś,ć bilanso,wa wynosiła zero,z uwagi na dzienn,e roz,liczenia,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Zostały zaprezen,"towane tylko te tabele, które d",otyczą rodz,ajów lokat,posiadanyc,h przez Subfundusz na,dzi,eń b,ilansowy.,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,,,,,,,Kraj siedziby Wartość według,ce,Wartość wed ny,łu,g Procentowy udzi,ał w,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,AKCJE,Rodzaj,rynku,Nazwa r,ynku Liczb,a,,emitenta nabycia w tys.,zł,wyceny na dz bilansowy w t,ie ys,ń aktywach ogółe . zł,m,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,adidas AG (DE000,A1EWWW0),regulowany,,Xetra,,2,485,Niemcy,1,943,2,514,"0,62",,,,,485.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Adobe Systems In,c (US00724F1012),regulowany,,NASDAQ Stock,Market,1,193,Stany Zjednoczone,2,596,2,176,"0,54",,,,,193.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Advanced Micro D,evices Inc (US0079031078),regulowany,,NASDAQ Stock,Market,5,155,Stany Zjednoczone,2,618,2,554,"0,63",,,,,155.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,AGORA (PLAGORA,00067),regulowany,,Główny Rynek,GPW,113,168,Polska,1,299,1,115,"0,28",,,,,168.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ALIOR (PLALIOR0,0045),regulowany,,Główny Rynek,GPW,1,659,Polska,,108,,143,"0,04",,,,,659.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Allegro.eu SA (LU,2237380790),regulowany,,Główny Rynek,GPW,317,271,Luksemburg,8,961,8,592,"2,14",,,,,271.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Alphabet Inc (US0,2079K3059),regulowany,,NASDAQ Stock,Market,3,890,Stany Zjednoczone,2,051,3,020,"0,75",,,,,890.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Amazon.com Inc (,US0231351067),regulowany,,NASDAQ Stock,Market,4,670,Stany Zjednoczone,3,482,4,202,"1,04",,,,,670.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Anglo American P,LC (GB00B1XZS820),regulowany,,London Stock,Exchange,27,320,Wielka Brytania,3,699,3,325,"0,83",,,,,320.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
